"","2094","2123","2141","2187","2478","2578","2662","2708","2907","3385","3657","3690","3902","3950","4114","4211","4212","4842","5035","5291","5311","5394","5426","5453","5746","6194","11683","36314","57469","60198","68740","71384","77082","104741","104842","123631","126941","132971","148121","148124","163659","176871","208908","216239","216326","387447","444795","446556","452548","644241","667490","2723601","3062316","3081361","5329102","5352062","5360373","6445540","6450551","9854073","11626560","24776445","25126798","42611257"
"2094",0,0.544451112,0.230111225,0.113313434,0.19405196,0.368228689,0.185628843,0.127813422,0.421331271,0.890924015,0.813121902,0.417767699,0.156508685,0.490782313,0.730226562,0.303513209,-0.308812553,0.175533657,-0.312026816,-0.324631558,0.239841847,0.91638096,0.797352884,0.681438198,0.090782631,0.499414347,-0.118349547,-0.619773794,0.782840809,0.200812386,0.34052749,0.384149207,-0.078420312,-0.502059016,0.14815303,-0.19171448,-0.175297045,0.130307089,-0.134420014,-0.611719931,-0.665537743,-0.107917591,-0.411337068,-0.073512654,0.643878055,-0.015648718,0.020387221,-0.118857173,-0.45255298,-0.15681371,0.920924527,0.906458244,-0.280595895,-0.13116589,-0.199700345,-0.326791275,-0.721478606,-0.472270067,0.127332636,-0.646758833,-0.031015949,0.08584272,0.224004005,-0.088148203
"2123",0.544451112,0,0.214301061,0.08336111,0.185605767,0.369182534,0.01037974,0.325876999,0.353839074,0.479896713,0.554250709,0.353155275,0.076283013,0.471542082,0.303049634,0.173077876,-0.346328774,0.359570264,-0.282488171,-0.05252626,0.25175864,0.720199876,0.560596964,0.483630435,0.077055202,0.478687839,-0.081605574,-0.516345125,0.675113091,0.099850236,0.226163222,0.511580497,0.07279171,-0.313284888,-0.003452706,-0.036398337,-0.044645963,0.034390698,-0.158814548,-0.495990786,-0.560161454,-0.160464336,-0.446794269,-0.178222638,0.507753528,-0.056709774,0.07950054,-0.29301185,-0.504306937,-0.117717113,0.478017198,0.469154089,0.049922571,-0.024405229,-0.006008482,-0.246946583,-0.570416612,-0.37730283,-0.113169824,-0.486042167,-0.121959097,-0.091617907,0.093509388,-0.270308662
"2141",0.230111225,0.214301061,0,-0.01215806,0.456560677,0.567163972,-0.104381221,0.345189798,0.490269559,0.313247977,0.610880895,0.490377792,-0.040757046,0.54842871,0.00248066,0.059007797,-0.045173844,0.184065113,-0.447865714,-0.430898169,0.683762151,0.184925851,0.031007019,0.505761295,0.071819541,0.35077582,-0.165423033,-0.459481127,-0.049551222,-0.072321895,0.591444769,0.281795958,0.001844685,-0.212102443,-0.548496465,-0.373888368,-0.155906762,-0.334663295,-0.103488068,-0.411924531,-0.465857808,-0.109360674,-0.433890256,-0.194248166,0.251564835,0.015006374,0.20927489,-0.05484257,-0.502849286,-0.475379719,0.279136534,0.269910947,-0.329661907,-0.293214989,-0.16844697,-0.086681234,-0.330024153,-0.393906722,-0.264266153,-0.423294184,-0.319985545,-0.130013199,-0.119887169,-0.329162407
"2187",0.113313434,0.08336111,-0.01215806,0,-0.001078916,0.038921228,0.002181819,-0.001072804,0.038652699,0.078866179,0.082660645,0.03878196,0.99295702,0.058278362,0.072189755,0.036268841,-0.109100447,0.013725559,-0.094353777,-0.064970266,0.008152395,0.106688394,0.045941807,0.077350591,-0.063139566,0.02709535,-0.037906693,-0.121156582,0.116443089,0.004806409,-0.029882302,-0.039098882,-0.057045141,-0.079121785,-0.044741042,-0.062931199,-0.068270818,0.015051368,0.169818066,-0.125788001,-0.143673201,0.141606303,-0.07988369,-0.049410645,0.028995184,-0.025242645,-0.019164617,-0.09339571,-0.116205581,-0.029685235,0.09215869,0.089269761,-0.093732842,-0.036660501,-0.101772806,-0.101199624,-0.145995006,-0.110156795,0.013170831,-0.11954156,-0.016177766,-0.019592714,0.943296525,-0.059797941
"2478",0.19405196,0.185605767,0.456560677,-0.001078916,0,0.433985678,0.362207397,0.244215895,0.314729983,0.262388518,0.431273374,0.31514076,-0.023484367,0.449254187,0.100004336,0.082822915,-0.208916966,0.176455495,-0.314011429,-0.49128185,0.419628116,0.186262557,0.149446308,0.398678559,-0.041886204,0.259125474,0.001036685,-0.306830551,-0.009623828,0.075047345,0.137738157,0.107540511,-0.061637519,-0.109673522,-0.35593278,-0.376633148,-0.257068637,-0.143787339,-0.148423443,-0.28239107,-0.363271601,-0.121515514,-0.005001056,-0.177879241,0.086767828,-0.024051674,0.258565853,-0.199234652,-0.314036745,-0.396176441,0.265825961,0.243535187,-0.326050324,-0.287962113,-0.277184608,0.078554379,-0.318493529,-0.180180865,-0.111490037,-0.2758607,-0.309138697,0.397543738,-0.10568148,0.184585282
"2578",0.368228689,0.369182534,0.567163972,0.038921228,0.433985678,0,-0.05330914,0.817710972,0.861885685,0.437881515,0.651036234,0.862725316,0.016040317,0.935982168,0.164827852,0.6782469,-0.160948943,0.259006254,-0.542976306,-0.490561077,0.68354655,0.356503821,0.23066319,0.452570147,-0.030386521,0.886777117,-0.073533335,-0.465406714,0.145032545,0.048298607,0.228479413,0.236326915,0.387433637,-0.243494186,-0.429991665,-0.047147338,-0.219782196,-0.185679477,-0.137853891,-0.429636932,-0.528711104,0.022405388,-0.302127252,0.098097305,0.181736009,0.025320448,0.264145489,-0.140913865,-0.544468868,-0.387946903,0.34200788,0.319740065,-0.172322499,-0.272322394,-0.163739151,-0.173626893,-0.511294056,-0.447065771,-0.233390619,-0.429367446,0.163970477,0.336280873,-0.031849218,-0.09590985
"2662",0.185628843,0.01037974,-0.104381221,0.002181819,0.362207397,-0.05330914,0,-0.107058047,-0.055815617,0.316691568,0.044883851,-0.05553803,0.035870245,-0.052161578,0.186139083,0.055689045,-0.234491519,-0.049634723,0.010701795,-0.086478548,-0.114447136,0.159613104,0.096078449,0.103015427,-0.18772139,-0.046801409,-0.115879903,-0.189136422,0.217829462,-0.027512726,-0.129898555,-0.206427025,-0.133249056,0.537450252,-0.004695982,0.214236285,-0.140559344,-0.007686904,-0.090369416,-0.228720581,-0.277033001,-0.075803837,0.438734387,0.640931259,0.00259084,-0.060477451,-0.11369423,-0.162535296,-0.118320351,0.596538703,0.216665982,0.209742782,-0.109174556,0.180546952,0.164551649,-0.143162786,-0.22648011,-0.196269696,0.259953509,-0.216874598,0.237395774,0.357584084,0.043114284,0.736289175
"2708",0.127813422,0.325876999,0.345189798,-0.001072804,0.244215895,0.817710972,-0.107058047,0,0.753246511,0.157701178,0.383297982,0.755584667,-0.020188306,0.710418935,0.052507913,0.774331743,-0.270876111,0.202959668,-0.35409481,-0.331810288,0.477230089,0.129949299,0.053832324,0.204179463,-0.190591569,0.771349935,-0.065856711,-0.363096349,0.111597569,0.00390762,0.146102861,0.023713806,0.60944301,-0.136601783,-0.360661732,0.106725048,0.019223512,-0.106240399,-0.03327705,-0.350367868,-0.434239334,0.059374607,-0.161760581,0.063356057,0.004503314,-0.020463896,0.379784475,0.002696216,-0.448279562,-0.305166085,0.072882668,0.035414682,-0.049001401,-0.187151276,-0.230836974,-0.288984816,-0.498337359,-0.392963013,-0.208515262,-0.327730217,0.288235926,0.416086636,-0.091724454,-0.054925328
"2907",0.421331271,0.353839074,0.490269559,0.038652699,0.314729983,0.861885685,-0.055815617,0.753246511,0,0.443769807,0.600588088,0.9997592,0.013394393,0.849254973,0.227267557,0.761720423,-0.292867743,0.216814611,-0.493051201,-0.491281073,0.431744455,0.361465614,0.266620074,0.62995459,-0.004680608,0.834038662,0.00055001,-0.454706641,0.225134344,0.15038621,0.376615634,0.20037177,0.39337394,-0.223161595,-0.302985732,-0.006723847,-0.330591049,0.044726219,-0.191292868,-0.416738454,-0.473855305,0.009028117,-0.316839144,0.028424743,0.230507957,-0.012908281,0.230917626,-0.281205929,-0.464917814,-0.399498903,0.364685072,0.336208663,-0.171161898,-0.261005046,-0.253323981,-0.180390118,-0.550541074,-0.331860324,-0.278102196,-0.410849366,0.264250741,0.352666511,-0.011706283,-0.082573026
"3385",0.890924015,0.479896713,0.313247977,0.078866179,0.262388518,0.437881515,0.316691568,0.157701178,0.443769807,0,0.84394614,0.43976818,0.103721101,0.573324527,0.61468793,0.283410127,-0.247315838,0.193977087,-0.478762955,-0.470469231,0.318042316,0.785567684,0.752009101,0.623568515,0.087742881,0.553634588,-0.07035448,-0.616251727,0.565783885,0.238567637,0.345777732,0.45579406,-0.093226074,-0.262275767,-0.070174386,-0.220026133,-0.296541932,0.065297619,-0.189141718,-0.591294261,-0.682131696,-0.129879866,-0.449366375,0.161003053,0.609010166,-0.006248848,0.13022697,-0.1251668,-0.552675595,-0.115769126,0.876825514,0.850966934,-0.41128363,-0.159296195,-0.024787977,-0.175050037,-0.718210821,-0.466591234,-0.07507782,-0.625346263,-0.094554426,0.031355782,0.11298493,-0.033671333
"3657",0.813121902,0.554250709,0.610880895,0.082660645,0.431273374,0.651036234,0.044883851,0.383297982,0.600588088,0.84394614,0,0.596048075,0.079195204,0.767583666,0.497362394,0.285122149,-0.269856693,0.282219641,-0.58494645,-0.628249356,0.630351331,0.727283625,0.591732485,0.682751656,0.071700626,0.604934036,-0.056648715,-0.651392369,0.462754251,0.213467852,0.525369811,0.444400749,0.017644889,-0.419763539,-0.275433114,-0.406598704,-0.249256338,-0.009883837,-0.162056542,-0.599704802,-0.684270397,-0.102829873,-0.664726104,-0.167298344,0.50385266,0.020817926,0.276071561,-0.149349853,-0.639238779,-0.476150822,0.745029787,0.719799011,-0.526906518,-0.322242931,-0.288827982,-0.246332806,-0.756270969,-0.523140723,-0.264300797,-0.629546677,-0.296512083,-0.062011205,0.038033905,-0.301938564
"3690",0.417767699,0.353155275,0.490377792,0.03878196,0.31514076,0.862725316,-0.05553803,0.755584667,0.9997592,0.43976818,0.596048075,0,0.013694384,0.848311245,0.226421986,0.763221875,-0.291324428,0.217647934,-0.492002466,-0.48814022,0.433704546,0.359113533,0.266664536,0.628614844,-0.006857264,0.83315133,0.001946699,-0.453950886,0.223239842,0.149582072,0.375721218,0.198768749,0.388968081,-0.220973495,-0.301696121,-0.004308342,-0.328927055,0.04247097,-0.191151539,-0.416067947,-0.473493109,0.004174053,-0.312837942,0.030446976,0.230755369,-0.016857316,0.236748097,-0.280941811,-0.46205899,-0.398529177,0.361003969,0.33325096,-0.168281918,-0.256840708,-0.251043731,-0.180084697,-0.549688922,-0.328630387,-0.270547415,-0.410214828,0.269058164,0.358058749,-0.011552611,-0.082805066
"3902",0.156508685,0.076283013,-0.040757046,0.99295702,-0.023484367,0.016040317,0.035870245,-0.020188306,0.013394393,0.103721101,0.079195204,0.013694384,0,0.022769714,0.13006981,0.051190381,-0.106331329,-0.001672836,-0.04984338,-0.033153527,-0.020853887,0.148800654,0.087429903,0.070034628,-0.070906624,0.027027846,-0.069157618,-0.132133076,0.169533147,-0.011549712,-0.024725498,-0.054645989,-0.059455919,-0.112089064,0.010987524,-0.035320034,-0.045634369,-0.002751212,0.17709465,-0.147018012,-0.166717897,0.146652209,-0.037101067,-0.02227446,0.049502831,-0.027825585,-0.068056437,-0.069036316,-0.101643753,0.018003171,0.133696048,0.130655689,-0.071778188,-0.012901513,-0.108344158,-0.154512156,-0.166023673,-0.159861482,0.087072797,-0.14489688,0.012599678,0.019658314,0.957771613,-0.018080207
"3950",0.490782313,0.471542082,0.54842871,0.058278362,0.449254187,0.935982168,-0.052161578,0.710418935,0.849254973,0.573324527,0.767583666,0.848311245,0.022769714,0,0.235172176,0.589675781,-0.228023701,0.293906263,-0.617456687,-0.557932987,0.702469743,0.453489175,0.366259336,0.582605029,0.02012736,0.826510033,0.058364536,-0.50598181,0.252190182,0.224315634,0.220523298,0.323212153,0.242884893,-0.236810345,-0.439360478,-0.167499998,-0.307062378,0.071032473,-0.186218063,-0.460851244,-0.585562901,-0.041203395,-0.453825385,0.003313263,0.318051711,0.019037679,0.396152343,-0.21457027,-0.610591001,-0.458623114,0.45810903,0.432131044,-0.316687507,-0.300934292,-0.147016249,-0.091861057,-0.605278797,-0.379684472,-0.283302882,-0.452628463,0.03039485,0.204010733,-0.011777947,-0.207486163
"4114",0.730226562,0.303049634,0.00248066,0.072189755,0.100004336,0.164827852,0.186139083,0.052507913,0.227267557,0.61468793,0.497362394,0.226421986,0.13006981,0.235172176,0,0.280052267,-0.365706619,0.088732259,-0.063354511,-0.255588253,0.052246564,0.638164258,0.636107606,0.460603802,0.125918424,0.266856592,0.062593026,-0.143286066,0.676371472,0.159854247,0.119020453,0.055783599,-0.15744454,-0.392575365,0.466571284,0.037497751,-0.258405848,0.165397582,-0.161569013,-0.16847077,-0.423325527,-0.043179868,-0.137106735,-0.038090626,0.428396478,-0.08052917,-0.02639455,-0.191763994,0.026194781,-0.062040538,0.649039429,0.60668339,-0.3375301,0.007615869,-0.299368993,-0.295093564,-0.614779367,-0.398552805,0.239083068,-0.147271086,0.053096449,0.145340413,0.17639888,-0.009530117
"4211",0.303513209,0.173077876,0.059007797,0.036268841,0.082822915,0.6782469,0.055689045,0.774331743,0.761720423,0.283410127,0.285122149,0.763221875,0.051190381,0.589675781,0.280052267,0,-0.222784778,0.07345976,-0.151105009,-0.215599222,0.108439222,0.223353884,0.186079794,0.213763978,-0.117265484,0.804991723,-0.023765526,-0.286549404,0.276587693,0.101451079,0.002741936,-0.035422208,0.522647591,-0.152536699,-0.091582807,0.33129406,-0.258109959,0.101276461,-0.141843528,-0.295864375,-0.355916663,0.091711513,0.095533675,0.242665441,0.118158675,-0.050929581,0.062996911,-0.220064755,-0.271532675,-0.121897562,0.266849929,0.235998312,0.109167932,-0.077300229,-0.203327624,-0.261757871,-0.442569193,-0.287724733,0.011355686,-0.287007336,0.631139408,0.688837675,0.03415876,0.227425255
"4212",-0.308812553,-0.346328774,-0.045173844,-0.109100447,-0.208916966,-0.160948943,-0.234491519,-0.270876111,-0.292867743,-0.247315838,-0.269856693,-0.291324428,-0.106331329,-0.228023701,-0.365706619,-0.222784778,0,-0.189314864,0.471524273,0.311571461,-0.032610149,-0.344323326,-0.3346724,-0.406352946,0.334559867,-0.189133156,0.304809746,0.285767865,-0.364780391,0.242018295,-0.133209287,0.076305166,-0.166936976,0.00931886,-0.140488279,0.010465858,0.002599404,-0.22043093,-0.006697705,0.303572824,0.421720115,-0.049360817,0.139597015,0.037610794,-0.331875318,0.02429139,-0.267353244,0.133625868,0.041792582,0.027757172,-0.239246296,-0.209635058,0.215102011,0.023543042,0.295313202,0.085689876,0.40458323,0.366018593,-0.005768549,0.239983824,-0.031533976,-0.147117004,-0.118586718,0.157066591
"4842",0.175533657,0.359570264,0.184065113,0.013725559,0.176455495,0.259006254,-0.049634723,0.202959668,0.216814611,0.193977087,0.282219641,0.217647934,-0.001672836,0.293906263,0.088732259,0.07345976,-0.189314864,0,-0.234069814,-0.177045563,0.226037372,0.226433336,0.211854479,0.242958698,0.025419992,0.224383657,0.012477977,-0.243181188,0.158394832,0.079060533,0.094654675,0.207782705,0.010813055,-0.115998253,-0.117469055,-0.137042611,-0.135112513,-0.004746596,-0.117969646,-0.226549129,-0.271014349,-0.098383286,-0.289917507,-0.13226332,0.179906464,-0.033598339,0.166249234,-0.187267614,-0.261490585,-0.190329705,0.140816651,0.123493294,-0.142995382,0.610185269,-0.06860445,-0.100172381,-0.309784241,-0.184381561,-0.155113959,-0.217913304,-0.14952119,-0.073014651,-0.028051957,-0.197166016
"5035",-0.312026816,-0.282488171,-0.447865714,-0.094353777,-0.314011429,-0.542976306,0.010701795,-0.35409481,-0.493051201,-0.478762955,-0.58494645,-0.492002466,-0.04984338,-0.617456687,-0.063354511,-0.151105009,0.471524273,-0.234069814,0,0.597785491,-0.462888909,-0.325927121,-0.258901786,-0.354435792,0.127443234,-0.449231764,0.221038198,0.335014647,0.038046819,0.161467908,-0.389384589,-0.284257034,-0.111575461,0.133026805,0.364916345,0.377263443,-0.001407073,0.110884733,-0.030815088,0.270920909,0.449412262,0.034758085,0.523994225,-0.018693049,-0.334340635,-0.053790686,-0.398363476,-0.07688123,0.464166788,0.349458545,-0.257964352,-0.259283562,0.457501126,0.293972308,0.131290501,-0.103195103,0.309054265,0.413103215,0.501123087,0.284381947,0.212434768,0.087576037,0.006110538,0.403844883
"5291",-0.324631558,-0.05252626,-0.430898169,-0.064970266,-0.49128185,-0.490561077,-0.086478548,-0.331810288,-0.491281073,-0.470469231,-0.628249356,-0.48814022,-0.033153527,-0.557932987,-0.255588253,-0.215599222,0.311571461,-0.177045563,0.597785491,0,-0.400751234,-0.223988624,-0.213576804,-0.431152666,-0.085925998,-0.320447483,-0.208251745,0.220013932,0.099231738,-0.300755623,-0.374392269,0.103152502,-0.053864579,0.062195724,0.338562252,0.557916721,0.285739397,-0.004324667,0.083161012,0.155041513,0.214043431,0.000474054,0.550480419,0.119774494,-0.212831537,-0.018780205,-0.419369474,0.149963457,0.250453472,0.539026253,-0.290993051,-0.255787876,0.775392372,0.453316338,0.636989264,-0.031041151,0.41183016,0.118568091,0.457879115,0.171591032,0.395234015,-0.001237812,0.100236264,0.141014436
